1,0.0868317829108684
2,0.126749974557298
3,0.765213886876245
4,0.399325024259829
5,0.553615563812822
6,0.127558920160185
7,0.0102296950077233
8,0.261377570778378
9,0.0654888923547559
10,0.868299368849335
11,0.465850515927327
12,0.446290213642399
13,0.781794768425395
14,0.101891952463302
15,0.809034869235932
16,0.205735876236006
17,0.125104162682585
18,0.924488385073977
19,0.655975846947037
20,0.496024243130485
21,0.80377857030837
22,0.00224262124736192
23,0.267366421069614
24,0.988508392784102
25,0.441993807619163
26,0.811716535786196
27,0.498468432211239
28,0.364032553747775
29,0.8071648354082
30,0.420147422794423
31,0.783776246521589
32,0.512036285241655
33,0.921461443482424
34,0.479136414414981
35,0.806546321071594
36,0.864854783928431
37,0.561149420575992
38,0.967115416284978
39,0.510189594615475
40,0.900980894725602
41,0.75099897882082
42,0.587099780519852
43,0.904960117688233
44,0.477196373078463
45,0.270211565052671
46,0.803081942001406
47,0.962430490730966
48,0.289345785983634
49,0.237517855915103
50,0.0225655224560166
51,0.588337943930443
52,0.0437811220996121
53,0.227813245257054
54,0.677840692140431
55,0.226828653133686
56,0.2440022179754
57,0.454577649907127
58,0.039231352569498
59,0.160339400488521
60,0.528987607181317
61,0.535869542822035
62,0.479519928547643
63,0.967240619569807
64,0.428644506394745
65,0.851122367286308
66,0.408715792846579
67,0.490361386462355
68,0.876039406219417
69,0.907428539618219
70,0.935778620006337
71,0.00222481355335376
72,0.71118053280405
73,0.131354390700968
74,0.120591806851322
75,0.954817009041555
76,0.488112417091083
77,0.767804335175742
78,0.463512031343047
79,0.452812790454026
80,0.313671030075073
81,0.456904753087591
82,0.27963573722799
83,0.220927476928879
84,0.832927383427718
85,0.751169310551123
86,0.61439869462273
87,0.163387615427915
88,0.769688542281423
89,0.487797177108693
90,0.103832818840135
91,0.456885329501072
92,0.849021495207088
93,0.885748441566884
94,0.140861778976956
95,0.871958053984945
96,0.318121211006005
97,0.247340916723129
98,0.364384304675353
99,0.0375173208609522
100,0.537562217540273
